month,station,prog_type,name,label,party,time
2020-11-01,BFM TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,84.78333333333333
2020-11-01,BFM TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23.816666666666666
2020-11-01,BFM TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.7
2020-11-01,BFM TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.1
2020-11-01,CNEWS,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,20.466666666666665
2020-11-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,44.93333333333333
2020-11-01,CNEWS,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,24.383333333333333
2020-11-01,LCI,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,11.75
2020-11-01,LCI,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3.1166666666666667
2020-11-01,LCI,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,130.21666666666667
2020-11-01,LCI,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,127.28333333333333
2020-11-01,France Info TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,120.38333333333334
2020-11-01,France Info TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3.6166666666666667
2020-11-01,France Info TV,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.716666666666667
2020-01-01,BFM TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,146.18333333333334
2020-01-01,BFM TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,131.06666666666666
2020-01-01,BFM TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,65.4
2020-01-01,BFM TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15.333333333333334
2020-01-01,CNEWS,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,74.73333333333333
2020-01-01,CNEWS,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,32.266666666666666
2020-01-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,103.31666666666666
2020-01-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,37.78333333333333
2020-01-01,CNEWS,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,14.866666666666667
2020-01-01,LCI,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,124.18333333333334
2020-01-01,LCI,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,546.25
2020-01-01,France Info TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,262.48333333333335
2020-01-01,France Info TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8.466666666666667
2020-01-01,France Info TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5.933333333333334
2020-01-01,France Info TV,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.2333333333333334
2020-03-01,BFM TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,184.11666666666667
2020-03-01,BFM TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,54.2
2020-03-01,BFM TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23.583333333333332
2020-03-01,BFM TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12.616666666666667
2020-03-01,CNEWS,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,153.7
2020-03-01,CNEWS,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,64.13333333333334
2020-03-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,45.983333333333334
2020-03-01,LCI,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,157.46666666666667
2020-03-01,LCI,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6.016666666666667
2020-03-01,LCI,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,175.05
2020-03-01,LCI,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,14.633333333333333
2020-03-01,France Info TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,156.08333333333334
2020-03-01,France Info TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,47.38333333333333
2020-03-01,France Info TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,33.483333333333334
2020-03-01,France Info TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.3666666666666667
2020-10-01,BFM TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,463.15
2020-10-01,BFM TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,31.45
2020-10-01,BFM TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,53.61666666666667
2020-10-01,CNEWS,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,83.23333333333333
2020-10-01,CNEWS,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,13
2020-10-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,252.23333333333332
2020-10-01,CNEWS,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,43.5
2020-10-01,LCI,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,142.26666666666668
2020-10-01,LCI,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,90.81666666666666
2020-10-01,LCI,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,240.88333333333333
2020-10-01,LCI,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,145.2
2020-10-01,France Info TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,427.3666666666667
2020-10-01,France Info TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,38.21666666666667
2020-12-01,BFM TV,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,294.98333333333335
2020-12-01,BFM TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,36.8
2020-12-01,BFM TV,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,41.43333333333333
2020-12-01,BFM TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.35
2020-12-01,CNEWS,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,36.61666666666667
2020-12-01,CNEWS,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5.166666666666667
2020-12-01,CNEWS,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,97.91666666666667
2020-12-01,CNEWS,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15.633333333333333
2020-12-01,LCI,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,22.016666666666666
2020-12-01,LCI,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,15.15
2020-12-01,LCI,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,166.15
2020-12-01,LCI,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,121.18333333333334
2020-12-01,France Info TV,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,338.78333333333336
2020-12-01,France Info TV,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,20.533333333333335
2020-12-01,France Info TV,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.45
2020-11-01,France Inter,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,39.833333333333336
2020-11-01,France Inter,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.316666666666667
2020-11-01,France Inter,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.0333333333333334
2020-11-01,France Info,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,141.61666666666667
2020-11-01,France Info,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23.616666666666667
2020-11-01,France Info,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.966666666666667
2020-11-01,France Info,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.3
2020-11-01,France Culture,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.7
2020-11-01,France Culture,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.6666666666666667
2020-11-01,France Culture,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.3333333333333335
2020-11-01,France Culture,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.783333333333333
2020-11-01,France Culture,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.65
2020-11-01,Radio Classique,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.4
2020-11-01,BFM,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.916666666666667
2020-11-01,RMC,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7.016666666666667
2020-11-01,RMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7.133333333333334
2020-11-01,Europe 1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7.983333333333333
2020-11-01,Europe 1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-11-01,Europe 1,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.4666666666666666
2020-11-01,RTL,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,30.666666666666668
2020-11-01,RTL,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.8333333333333335
2020-11-01,Sud Radio,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.95
2020-11-01,Sud Radio,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,26.216666666666665
2020-12-01,France Inter,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,37.31666666666667
2020-12-01,France Inter,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.1333333333333333
2020-12-01,France Inter,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.7166666666666666
2020-12-01,France Inter,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3.75
2020-12-01,France Info,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,161.63333333333333
2020-12-01,France Info,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15.516666666666667
2020-12-01,France Info,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,41.083333333333336
2020-12-01,France Info,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,10.35
2020-12-01,France Culture,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,19.5
2020-12-01,France Culture,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-12-01,France Culture,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.65
2020-12-01,France Culture,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5.333333333333333
2020-12-01,Radio Classique,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.6833333333333333
2020-12-01,BFM,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.883333333333334
2020-12-01,BFM,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.7333333333333334
2020-12-01,RMC,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,17.083333333333332
2020-12-01,RMC,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.95
2020-12-01,RMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,26.266666666666666
2020-12-01,Europe 1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,24
2020-12-01,Europe 1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,21.816666666666666
2020-12-01,Europe 1,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9.85
2020-12-01,RTL,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,17.216666666666665
2020-12-01,RTL,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9.766666666666667
2020-12-01,RTL,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.016666666666667
2020-12-01,Sud Radio,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.6833333333333333
2020-02-01,France Inter,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12.633333333333333
2020-02-01,France Inter,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3.8
2020-02-01,France Inter,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.3666666666666667
2020-02-01,France Info,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,94.58333333333333
2020-02-01,France Info,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,24.85
2020-02-01,France Info,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,21.6
2020-02-01,France Info,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8.25
2020-02-01,France Culture,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.383333333333334
2020-02-01,France Culture,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.75
2020-02-01,France Culture,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.283333333333333
2020-02-01,France Culture,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.3666666666666667
2020-02-01,France Culture,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.0833333333333333
2020-02-01,Radio Classique,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.4833333333333334
2020-02-01,BFM,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.8333333333333333
2020-02-01,BFM,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.2666666666666666
2020-02-01,RMC,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8.45
2020-02-01,RMC,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4.533333333333333
2020-02-01,RMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5.933333333333334
2020-02-01,RMC,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-02-01,Europe 1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,20.666666666666668
2020-02-01,Europe 1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-02-01,Europe 1,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.7666666666666666
2020-02-01,RTL,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9
2020-02-01,RTL,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.816666666666667
2020-02-01,RTL,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.083333333333333
2020-02-01,Sud Radio,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.3833333333333333
2020-04-01,France Inter,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,34.53333333333333
2020-04-01,France Inter,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5.516666666666667
2020-04-01,France Info,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,61.6
2020-04-01,France Info,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,29.5
2020-04-01,France Info,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,28.1
2020-04-01,France Info,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4.9
2020-04-01,France Culture,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3.2333333333333334
2020-04-01,France Culture,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.75
2020-04-01,France Culture,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3.1666666666666665
2020-04-01,Radio Classique,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.8833333333333333
2020-04-01,BFM,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4.716666666666667
2020-04-01,BFM,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,117.4
2020-04-01,RMC,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.45
2020-04-01,RMC,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.466666666666667
2020-04-01,Europe 1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,33.63333333333333
2020-04-01,Europe 1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,11.15
