month,station,prog_type,name,label,party,time
2017-09-01,TF1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8.416666666666666
2017-09-01,France 2,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.933333333333334
2017-09-01,France 2,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.05
2017-09-01,France 2,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.3
2017-09-01,France 2,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.2666666666666666
2017-09-01,France 2,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3.5
2017-09-01,France 3,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7.633333333333334
2017-09-01,France 3,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.3
2017-09-01,Canal +,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.25
2017-09-01,Canal +,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.1833333333333333
2017-09-01,Canal +,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,10.633333333333333
2017-09-01,Canal +,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.15
2017-09-01,France 5,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13.033333333333333
2017-09-01,France 5,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.3
2017-09-01,France 5,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,26.416666666666668
2017-09-01,France 5,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.1
2017-09-01,M6,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4.416666666666667
2017-09-01,M6,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.7666666666666666
2017-09-01,TMC,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.1
2017-09-01,TMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,18.95
2017-11-01,TF1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.383333333333334
2017-11-01,TF1,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.2
2017-11-01,France 2,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,13.366666666666667
2017-11-01,France 2,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.8666666666666667
2017-11-01,France 2,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2017-11-01,France 2,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.5
2017-11-01,France 2,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.1166666666666667
2017-11-01,France 3,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,14.2
2017-11-01,France 3,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.0833333333333333
2017-11-01,Canal +,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.9
2017-11-01,Canal +,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,11.533333333333333
2017-11-01,Canal +,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.183333333333334
2017-11-01,Canal +,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.4166666666666667
2017-11-01,France 5,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,16.483333333333334
2017-11-01,France 5,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8.75
2017-11-01,France 5,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,15.316666666666666
2017-11-01,France 5,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4.966666666666667
2017-11-01,M6,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5.666666666666667
2017-11-01,C8,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2.783333333333333
2017-11-01,C8,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.3333333333333333
2017-11-01,C8,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,33.55
2017-11-01,TMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13.816666666666666
2017-11-01,TMC,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.3666666666666667
2017-07-01,TF1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.15
2017-07-01,TF1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.233333333333333
2017-07-01,TF1,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.1
2017-07-01,France 2,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,119.05
2017-07-01,France 2,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6.6
2017-07-01,France 2,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,19.316666666666666
2017-07-01,France 3,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,34.53333333333333
2017-07-01,France 3,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3.9
2017-07-01,France 5,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,27.983333333333334
2017-07-01,M6,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7.016666666666667
2017-07-01,TMC,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1.8333333333333333
2017-07-01,TMC,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.383333333333334
2017-08-01,TF1,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.816666666666667
2017-08-01,TF1,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.3333333333333333
2017-08-01,France 2,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.3333333333333335
2017-08-01,France 2,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1.75
2017-08-01,France 2,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2.033333333333333
2017-08-01,France 3,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4.5
2017-08-01,France 5,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13.75
