type,constituency,station,candidat,date_start,date_end,time_candidat,time_support,time_mention
presidential,national,France Info,Taubira Christiane,2022-01-01,2022-01-16,41.15,8.3,27.8833
presidential,national,France Info,Taubira Christiane,2022-01-16,2022-01-30,21.9667,15.6667,42.6333
presidential,national,France Info,Thouy Helene,2022-01-16,2022-01-30,0.5667,0,0
presidential,national,France Info,Zemmour Eric,2022-01-01,2022-01-16,20.8167,19.2833,16.6833
presidential,national,France Info,Zemmour Eric,2022-01-16,2022-01-30,25.0333,60.6667,55.9833
presidential,national,France Info TV,Agueb Porterie Anna,2022-01-16,2022-01-30,8.7,0,0
presidential,national,France Info TV,Arthaud Nathalie,2022-01-01,2022-01-16,14.8833,0,0
presidential,national,France Info TV,Arthaud Nathalie,2022-01-16,2022-01-30,0,7.5667,0
presidential,national,France Info TV,Asselineau Francois,2022-01-16,2022-01-30,10.5333,0,0
presidential,national,France Info TV,Dupont Aignan Nicolas,2022-01-01,2022-01-16,18.3333,0,0
presidential,national,France Info TV,Dupont Aignan Nicolas,2022-01-16,2022-01-30,1.6667,0,0.2667
presidential,national,France Info TV,Hidalgo Anne,2022-01-01,2022-01-16,66.1333,29.9833,2
presidential,national,France Info TV,Hidalgo Anne,2022-01-16,2022-01-30,99.7833,59.6167,1.0333
presidential,national,France Info TV,Jadot Yannick,2022-01-01,2022-01-16,57.7333,23.65,0
presidential,national,France Info TV,Jadot Yannick,2022-01-16,2022-01-30,119.2667,31.2,21.2333
presidential,national,France Info TV,Larrouturou Pierre,2022-01-01,2022-01-16,0.2167,0,0
presidential,national,France Info TV,Larrouturou Pierre,2022-01-16,2022-01-30,11.7,0,0
presidential,national,France Info TV,Le Pen Marine,2022-01-01,2022-01-16,27.9333,18.2333,0
presidential,national,France Info TV,Le Pen Marine,2022-01-16,2022-01-30,66.8833,122.5167,39.9
presidential,national,France Info TV,Macron Emmanuel,2022-01-01,2022-01-16,24.5,124.6667,16.85
presidential,national,France Info TV,Macron Emmanuel,2022-01-16,2022-01-30,10.4833,86.55,35.8833
presidential,national,France Info TV,Marchandise Charlotte,2022-01-16,2022-01-30,9.35,0,0
presidential,national,France Info TV,Melenchon Jean Luc,2022-01-01,2022-01-16,110,81.8167,5.9667
presidential,national,France Info TV,Melenchon Jean Luc,2022-01-16,2022-01-30,43.5167,80.9333,10.5667
presidential,national,France Info TV,Pecresse Valerie,2022-01-01,2022-01-16,46.3667,138.9167,0.8667
presidential,national,France Info TV,Pecresse Valerie,2022-01-16,2022-01-30,8.1667,66.7167,3.4833
presidential,national,France Info TV,Philippot Florian,2022-01-01,2022-01-16,3.4,0,0
presidential,national,France Info TV,Philippot Florian,2022-01-16,2022-01-30,0,0,0
presidential,national,France Info TV,Rocca Martin,2022-01-16,2022-01-30,4.0833,0,0
presidential,national,France Info TV,Roussel Fabien,2022-01-01,2022-01-16,5.3167,0,0
presidential,national,France Info TV,Roussel Fabien,2022-01-16,2022-01-30,23.8167,13.7333,3.1833
presidential,national,France Info TV,Taubira Christiane,2022-01-01,2022-01-16,50.7333,4.1833,3.0167
presidential,national,France Info TV,Taubira Christiane,2022-01-16,2022-01-30,26.4167,29.2,12.4167
presidential,national,France Info TV,Thouy Helene,2022-01-01,2022-01-16,16.2,0,0
presidential,national,France Info TV,Thouy Helene,2022-01-16,2022-01-30,0,0,0
presidential,national,France Info TV,Zemmour Eric,2022-01-01,2022-01-16,25.4833,53.6333,2
presidential,national,France Info TV,Zemmour Eric,2022-01-16,2022-01-30,17.3833,62.6833,7.4
presidential,national,France Inter,Arthaud Nathalie,2022-01-01,2022-01-16,11.9667,0,0
presidential,national,France Inter,Arthaud Nathalie,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Asselineau Francois,2022-01-01,2022-01-16,0.0833,0,0
presidential,national,France Inter,Asselineau Francois,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Dupont Aignan Nicolas,2022-01-01,2022-01-16,14.9,0,0
presidential,national,France Inter,Dupont Aignan Nicolas,2022-01-16,2022-01-30,0.2833,0,1.1333
presidential,national,France Inter,Governatori Jean Marc,2022-01-16,2022-01-30,0,0,0.7
presidential,national,France Inter,Hidalgo Anne,2022-01-01,2022-01-16,48.8167,1.6333,0.55
presidential,national,France Inter,Hidalgo Anne,2022-01-16,2022-01-30,3.45,1.2667,5.75
presidential,national,France Inter,Jadot Yannick,2022-01-01,2022-01-16,43.25,7.2167,0
presidential,national,France Inter,Jadot Yannick,2022-01-16,2022-01-30,52.8167,10.3833,14.85
presidential,national,France Inter,Koenig Gaspard,2022-01-01,2022-01-16,0.15,0,0
presidential,national,France Inter,Koenig Gaspard,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Larrouturou Pierre,2022-01-01,2022-01-16,11.2667,0,0
presidential,national,France Inter,Larrouturou Pierre,2022-01-16,2022-01-30,0.6,0,0
presidential,national,France Inter,Lassalle Jean,2022-01-01,2022-01-16,0.4,0,0
presidential,national,France Inter,Lassalle Jean,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Le Pen Marine,2022-01-01,2022-01-16,5.0333,7.45,5.2333
presidential,national,France Inter,Le Pen Marine,2022-01-16,2022-01-30,46.5833,2.5667,28.1
presidential,national,France Inter,Macron Emmanuel,2022-01-01,2022-01-16,7.4833,9.9333,19.4833
presidential,national,France Inter,Macron Emmanuel,2022-01-16,2022-01-30,4.4167,29.9,39.1667
presidential,national,France Inter,Melenchon Jean Luc,2022-01-01,2022-01-16,53.4,4.6333,25.2333
presidential,national,France Inter,Melenchon Jean Luc,2022-01-16,2022-01-30,3.35,25.3,3.65
presidential,national,France Inter,Montebourg Arnaud,2022-01-01,2022-01-16,0.1167,0,0
presidential,national,France Inter,Montebourg Arnaud,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Pecresse Valerie,2022-01-01,2022-01-16,6.6167,18.6667,16.6833
presidential,national,France Inter,Pecresse Valerie,2022-01-16,2022-01-30,13.9667,1.3333,20.5167
presidential,national,France Inter,Poutou Philippe,2022-01-16,2022-01-30,13.9333,0,0
presidential,national,France Inter,Rocca Martin,2022-01-16,2022-01-30,0.4167,0,0
presidential,national,France Inter,Roussel Fabien,2022-01-01,2022-01-16,0.9,0.2667,0
presidential,national,France Inter,Roussel Fabien,2022-01-16,2022-01-30,2.8333,0,3.95
presidential,national,France Inter,Taubira Christiane,2022-01-01,2022-01-16,4.3667,1.2333,12.8333
presidential,national,France Inter,Taubira Christiane,2022-01-16,2022-01-30,21,0,6.1333
presidential,national,France Inter,Thouy Helene,2022-01-01,2022-01-16,12.7667,0,0
presidential,national,France Inter,Thouy Helene,2022-01-16,2022-01-30,0,0,0
presidential,national,France Inter,Zemmour Eric,2022-01-01,2022-01-16,3.3333,3.8,6.5
presidential,national,France Inter,Zemmour Eric,2022-01-16,2022-01-30,7.1167,2.4667,35.65
presidential,national,LCI,Arthaud Nathalie,2022-01-01,2022-01-16,5.5333,0,0.6167
presidential,national,LCI,Arthaud Nathalie,2022-01-16,2022-01-30,0,0,0.0333
presidential,national,LCI,Cau Marie,2022-01-01,2022-01-16,9.2167,0,0.95
presidential,national,LCI,Cau Marie,2022-01-16,2022-01-30,0,0,0
presidential,national,LCI,Dupont Aignan Nicolas,2022-01-01,2022-01-16,56.0667,0,10.6167
presidential,national,LCI,Dupont Aignan Nicolas,2022-01-16,2022-01-30,105.2667,0,15.9333
presidential,national,LCI,Hidalgo Anne,2022-01-01,2022-01-16,29.7833,19.2,91.1167
presidential,national,LCI,Hidalgo Anne,2022-01-16,2022-01-30,105.1833,65.0167,30.75
presidential,national,LCI,Jadot Yannick,2022-01-01,2022-01-16,155.6167,28.0333,56.3667
presidential,national,LCI,Jadot Yannick,2022-01-16,2022-01-30,99.2833,91.35,119.2333
presidential,national,LCI,Koenig Gaspard,2022-01-01,2022-01-16,1.1667,0,3.9833
presidential,national,LCI,Koenig Gaspard,2022-01-16,2022-01-30,0,0,0
presidential,national,LCI,Lassalle Jean,2022-01-01,2022-01-16,0,0,0.1
presidential,national,LCI,Lassalle Jean,2022-01-16,2022-01-30,0.35,0,0.45
presidential,national,LCI,Le Pen Marine,2022-01-01,2022-01-16,87.1,137.2333,153.45
presidential,national,LCI,Le Pen Marine,2022-01-16,2022-01-30,144.8,480.7833,357.05
presidential,national,LCI,Macron Emmanuel,2022-01-01,2022-01-16,85.7833,398.3,636.9833
presidential,national,LCI,Macron Emmanuel,2022-01-16,2022-01-30,40.8167,379.9,510.7167
presidential,national,LCI,Melenchon Jean Luc,2022-01-01,2022-01-16,277.7167,73.6167,114.5333
presidential,national,LCI,Melenchon Jean Luc,2022-01-16,2022-01-30,43.7667,152.7667,100.8333
presidential,national,LCI,Montebourg Arnaud,2022-01-16,2022-01-30,0.45,0,5.9
presidential,national,LCI,Pecresse Valerie,2022-01-01,2022-01-16,95.3,387.1167,458.4
presidential,national,LCI,Pecresse Valerie,2022-01-16,2022-01-30,44.4333,483.6667,392.6333
presidential,national,LCI,Philippot Florian,2022-01-01,2022-01-16,4.3,0,1.05
presidential,national,LCI,Philippot Florian,2022-01-16,2022-01-30,0,0,1.55
presidential,national,LCI,Poutou Philippe,2022-01-01,2022-01-16,0,0,1.3333
presidential,national,LCI,Poutou Philippe,2022-01-16,2022-01-30,0,0,0.0333
presidential,national,LCI,Rocca Martin,2022-01-16,2022-01-30,9.4167,0,0.45
presidential,national,LCI,Roussel Fabien,2022-01-01,2022-01-16,87.75,12.9667,33.55
presidential,national,LCI,Roussel Fabien,2022-01-16,2022-01-30,124.5,35.3833,78.9167
presidential,national,LCI,Taubira Christiane,2022-01-01,2022-01-16,47.0833,5.45,126.3
presidential,national,LCI,Taubira Christiane,2022-01-16,2022-01-30,20.6167,0.5667,46.6
presidential,national,LCI,Thouy Helene,2022-01-01,2022-01-16,0,0,2.3833
presidential,national,LCI,Thouy Helene,2022-01-16,2022-01-30,0,0,0
presidential,national,LCI,Zemmour Eric,2022-01-01,2022-01-16,56.6833,214.1167,375.8667
presidential,national,LCI,Zemmour Eric,2022-01-16,2022-01-30,230.7333,416.8333,520.1833
presidential,national,M6,Dupont Aignan Nicolas,2022-01-01,2022-01-16,0.15,0,0.05
presidential,national,M6,Dupont Aignan Nicolas,2022-01-16,2022-01-30,0,0,0
presidential,national,M6,Hidalgo Anne,2022-01-01,2022-01-16,0.3667,0,0.8167
presidential,national,M6,Hidalgo Anne,2022-01-16,2022-01-30,1.1,0,0.9833
presidential,national,M6,Jadot Yannick,2022-01-01,2022-01-16,0.95,0,0.85
presidential,national,M6,Jadot Yannick,2022-01-16,2022-01-30,0.8,0.2667,3.5
presidential,national,M6,Larrouturou Pierre,2022-01-01,2022-01-16,0.2667,0,0.35
presidential,national,M6,Larrouturou Pierre,2022-01-16,2022-01-30,0,0,0
presidential,national,M6,Le Pen Marine,2022-01-01,2022-01-16,0.6833,0.05,2.0833
presidential,national,M6,Le Pen Marine,2022-01-16,2022-01-30,2,0.6333,2.95
presidential,national,M6,Macron Emmanuel,2022-01-01,2022-01-16,1.9833,0,6.3667
presidential,national,M6,Macron Emmanuel,2022-01-16,2022-01-30,0.1833,0.2333,2.9167
presidential,national,M6,Melenchon Jean Luc,2022-01-01,2022-01-16,1.8333,0.15,2.25
presidential,national,M6,Melenchon Jean Luc,2022-01-16,2022-01-30,0,0,0.9
presidential,national,M6,Montebourg Arnaud,2022-01-16,2022-01-30,0,0,0.5333
presidential,national,M6,Pecresse Valerie,2022-01-01,2022-01-16,0.4333,0.3,2.3167
presidential,national,M6,Pecresse Valerie,2022-01-16,2022-01-30,0.5833,0,1.4667
presidential,national,M6,Philippot Florian,2022-01-01,2022-01-16,0.2667,0,0.0667
presidential,national,M6,Philippot Florian,2022-01-16,2022-01-30,0,0,0
presidential,national,M6,Poutou Philippe,2022-01-16,2022-01-30,0.3667,0,0.4
presidential,national,M6,Roussel Fabien,2022-01-01,2022-01-16,0,0,0.05
presidential,national,M6,Roussel Fabien,2022-01-16,2022-01-30,0.3167,0,0.5667
presidential,national,M6,Taubira Christiane,2022-01-01,2022-01-16,1.1167,0.5833,3.5333
presidential,national,M6,Taubira Christiane,2022-01-16,2022-01-30,0.05,0,1.2
presidential,national,M6,Zemmour Eric,2022-01-01,2022-01-16,0.4,0.1,2
presidential,national,M6,Zemmour Eric,2022-01-16,2022-01-30,0.6,0.5167,4.1667
presidential,national,Radio Classique,Arthaud Nathalie,2022-01-16,2022-01-30,0,0,0.0333
presidential,national,Radio Classique,Hidalgo Anne,2022-01-01,2022-01-16,0,0.7,13.05
presidential,national,Radio Classique,Hidalgo Anne,2022-01-16,2022-01-30,0,0,10.6833
presidential,national,Radio Classique,Jadot Yannick,2022-01-01,2022-01-16,0,0,3.4
presidential,national,Radio Classique,Jadot Yannick,2022-01-16,2022-01-30,0.1333,0,19.6167
presidential,national,Radio Classique,Koenig Gaspard,2022-01-01,2022-01-16,0,0,0.4667
presidential,national,Radio Classique,Koenig Gaspard,2022-01-16,2022-01-30,0,0,2.4333
presidential,national,Radio Classique,Lassalle Jean,2022-01-16,2022-01-30,0,0.2833,0.1167
presidential,national,Radio Classique,Le Pen Marine,2022-01-01,2022-01-16,0,0,4.7833
presidential,national,Radio Classique,Le Pen Marine,2022-01-16,2022-01-30,0.45,1.5167,26.8333
presidential,national,Radio Classique,Macron Emmanuel,2022-01-01,2022-01-16,0,1.6667,57.6
presidential,national,Radio Classique,Macron Emmanuel,2022-01-16,2022-01-30,0.6333,0,67.95
presidential,national,Radio Classique,Melenchon Jean Luc,2022-01-01,2022-01-16,0.55,0,1.6167
presidential,national,Radio Classique,Melenchon Jean Luc,2022-01-16,2022-01-30,0.6,0.2,15.1
presidential,national,Radio Classique,Montebourg Arnaud,2022-01-01,2022-01-16,0,0,0.1333
presidential,national,Radio Classique,Montebourg Arnaud,2022-01-16,2022-01-30,0,0,0
presidential,national,Radio Classique,Pecresse Valerie,2022-01-01,2022-01-16,1.8667,0,27.5667
presidential,national,Radio Classique,Pecresse Valerie,2022-01-16,2022-01-30,0.65,0,32.0667
presidential,national,Radio Classique,Poutou Philippe,2022-01-16,2022-01-30,0,0,0.6
presidential,national,Radio Classique,Roussel Fabien,2022-01-01,2022-01-16,0.2333,0,0.7667
presidential,national,Radio Classique,Roussel Fabien,2022-01-16,2022-01-30,0.7667,0,5.9667
presidential,national,Radio Classique,Taubira Christiane,2022-01-01,2022-01-16,0.1,0,3.5833
presidential,national,Radio Classique,Taubira Christiane,2022-01-16,2022-01-30,0,0,4.15
presidential,national,Radio Classique,Zemmour Eric,2022-01-01,2022-01-16,1.7,0,14.9667
presidential,national,Radio Classique,Zemmour Eric,2022-01-16,2022-01-30,0.6667,0.7333,29.7667
presidential,national,RFI,Arthaud Nathalie,2022-01-16,2022-01-30,30,0,0
presidential,national,RFI,Dupont Aignan Nicolas,2022-01-16,2022-01-30,13,0,0
presidential,national,RFI,Hidalgo Anne,2022-01-01,2022-01-16,3.5833,18,1.6667
presidential,national,RFI,Hidalgo Anne,2022-01-16,2022-01-30,2.5333,0,1.75
presidential,national,RFI,Jadot Yannick,2022-01-01,2022-01-16,1.5833,13,2.0667
presidential,national,RFI,Jadot Yannick,2022-01-16,2022-01-30,1.85,13,3.1833
presidential,national,RFI,Le Pen Marine,2022-01-01,2022-01-16,9.2667,0.4333,6.9167
presidential,national,RFI,Le Pen Marine,2022-01-16,2022-01-30,2.8667,13.45,3.2667
presidential,national,RFI,Macron Emmanuel,2022-01-01,2022-01-16,0.4,32.2333,1.9
presidential,national,RFI,Macron Emmanuel,2022-01-16,2022-01-30,2.1667,6.4167,3.6833
presidential,national,RFI,Melenchon Jean Luc,2022-01-01,2022-01-16,3.0667,13.7,2
presidential,national,RFI,Melenchon Jean Luc,2022-01-16,2022-01-30,1.3,1.4833,0.6833
presidential,national,RFI,Pecresse Valerie,2022-01-01,2022-01-16,3.2333,24.3,3.7333
presidential,national,RFI,Pecresse Valerie,2022-01-16,2022-01-30,3.2667,3.0333,4.85
presidential,national,RFI,Poutou Philippe,2022-01-16,2022-01-30,13,0,0
presidential,national,RFI,Roussel Fabien,2022-01-01,2022-01-16,0.85,0.2,3
presidential,national,RFI,Roussel Fabien,2022-01-16,2022-01-30,33.0167,0.2833,1.2833
presidential,national,RFI,Taubira Christiane,2022-01-01,2022-01-16,8.1667,0,3.8333
presidential,national,RFI,Taubira Christiane,2022-01-16,2022-01-30,1.3667,14.2833,3.2833
presidential,national,RFI,Zemmour Eric,2022-01-01,2022-01-16,4.7667,0.5667,3.7
presidential,national,RFI,Zemmour Eric,2022-01-16,2022-01-30,9.7167,15.4333,6
presidential,national,RMC,Arthaud Nathalie,2022-01-16,2022-01-30,0.6333,0,0
presidential,national,RMC,Asselineau Francois,2022-01-16,2022-01-30,0,6.1667,0
presidential,national,RMC,Dupont Aignan Nicolas,2022-01-16,2022-01-30,21.6833,0,0
presidential,national,RMC,Hidalgo Anne,2022-01-01,2022-01-16,3.6,11.0667,8.65
presidential,national,RMC,Hidalgo Anne,2022-01-16,2022-01-30,49.6,0.65,-0
presidential,national,RMC,Jadot Yannick,2022-01-01,2022-01-16,0.6833,7.2833,0.2333
presidential,national,RMC,Jadot Yannick,2022-01-16,2022-01-30,4.8333,29.7667,-0
presidential,national,RMC,Lassalle Jean,2022-01-01,2022-01-16,0.5167,0,0
presidential,national,RMC,Lassalle Jean,2022-01-16,2022-01-30,0.2167,0,0
presidential,national,RMC,Le Pen Marine,2022-01-01,2022-01-16,49.2833,19.85,7.3
presidential,national,RMC,Le Pen Marine,2022-01-16,2022-01-30,4.4833,58.8833,0
presidential,national,RMC,Macron Emmanuel,2022-01-01,2022-01-16,2.8167,90.5667,24.4667
presidential,national,RMC,Macron Emmanuel,2022-01-16,2022-01-30,2.2833,67.3667,7.8
presidential,national,RMC,Marchandise Charlotte,2022-01-16,2022-01-30,0,0,1.2
presidential,national,RMC,Melenchon Jean Luc,2022-01-01,2022-01-16,6.4667,20.7833,25.1333
presidential,national,RMC,Melenchon Jean Luc,2022-01-16,2022-01-30,5.9833,71.9667,2.3333
presidential,national,RMC,Pecresse Valerie,2022-01-01,2022-01-16,1.1667,38.1333,5.7667
presidential,national,RMC,Pecresse Valerie,2022-01-16,2022-01-30,8.0167,41.0333,14.95
presidential,national,RMC,Philippot Florian,2022-01-01,2022-01-16,0.35,0,0
presidential,national,RMC,Philippot Florian,2022-01-16,2022-01-30,0.1833,0,0
presidential,national,RMC,Poutou Philippe,2022-01-16,2022-01-30,0,10.4,0
presidential,national,RMC,Roussel Fabien,2022-01-01,2022-01-16,16.5333,0,0
presidential,national,RMC,Roussel Fabien,2022-01-16,2022-01-30,54.4,0,25.0333
presidential,national,RMC,Taubira Christiane,2022-01-01,2022-01-16,3.9833,0.4833,3.5
presidential,national,RMC,Taubira Christiane,2022-01-16,2022-01-30,2.2833,0,0
presidential,national,RMC,Thouy Helene,2022-01-16,2022-01-30,5.1333,0,0
presidential,national,RMC,Zemmour Eric,2022-01-01,2022-01-16,10.6167,55.4667,22.9833
presidential,national,RMC,Zemmour Eric,2022-01-16,2022-01-30,34.9667,68.95,1.3333
presidential,national,RMC Découverte,Macron Emmanuel,2022-01-01,2022-01-16,0,3.9833,0
presidential,national,RMC Découverte,Macron Emmanuel,2022-01-16,2022-01-30,0,0,0
presidential,national,RMC Découverte,Roussel Fabien,2022-01-16,2022-01-30,0.8667,0,0
presidential,national,RMC Découverte,Zemmour Eric,2022-01-01,2022-01-16,0.6,0,1.3167
presidential,national,RMC Découverte,Zemmour Eric,2022-01-16,2022-01-30,0,0,0
presidential,national,RMC Story,Asselineau Francois,2022-01-16,2022-01-30,0,3.0833,0
presidential,national,RMC Story,Dupont Aignan Nicolas,2022-01-16,2022-01-30,0.55,0,0
presidential,national,RMC Story,Hidalgo Anne,2022-01-01,2022-01-16,1.7333,6.15,4.1167
presidential,national,RMC Story,Hidalgo Anne,2022-01-16,2022-01-30,1.7833,0.65,0
presidential,national,RMC Story,Jadot Yannick,2022-01-01,2022-01-16,1.3667,3.95,0.1167
presidential,national,RMC Story,Jadot Yannick,2022-01-16,2022-01-30,0.7667,9.1333,0
presidential,national,RMC Story,Lassalle Jean,2022-01-01,2022-01-16,1.0333,0,0
presidential,national,RMC Story,Lassalle Jean,2022-01-16,2022-01-30,0.2167,0,0
presidential,national,RMC Story,Le Pen Marine,2022-01-01,2022-01-16,1.2,0.15,2.0667
presidential,national,RMC Story,Le Pen Marine,2022-01-16,2022-01-30,1.2,0.5667,0
presidential,national,RMC Story,Macron Emmanuel,2022-01-01,2022-01-16,0,41.0833,12.2333
presidential,national,RMC Story,Macron Emmanuel,2022-01-16,2022-01-30,0.6833,26.0667,3.9
presidential,national,RMC Story,Marchandise Charlotte,2022-01-16,2022-01-30,0,0,2.4
presidential,national,RMC Story,Melenchon Jean Luc,2022-01-01,2022-01-16,3.4167,6.7833,9.3167
presidential,national,RMC Story,Melenchon Jean Luc,2022-01-16,2022-01-30,5.25,25.5833,2.3333
presidential,national,RMC Story,Pecresse Valerie,2022-01-01,2022-01-16,0.3,14.0833,2.8833
presidential,national,RMC Story,Pecresse Valerie,2022-01-16,2022-01-30,5.45,16.6167,3.05
presidential,national,RMC Story,Philippot Florian,2022-01-16,2022-01-30,0.1833,0,0
presidential,national,RMC Story,Poutou Philippe,2022-01-16,2022-01-30,0,9.9333,0
presidential,national,RMC Story,Roussel Fabien,2022-01-01,2022-01-16,8.9333,0,0
presidential,national,RMC Story,Roussel Fabien,2022-01-16,2022-01-30,27.4667,0,12.5167
presidential,national,RMC Story,Taubira Christiane,2022-01-01,2022-01-16,0.65,0,0.7667
presidential,national,RMC Story,Taubira Christiane,2022-01-16,2022-01-30,0.95,0,-0
presidential,national,RMC Story,Thouy Helene,2022-01-16,2022-01-30,5.1333,0,0
presidential,national,RMC Story,Zemmour Eric,2022-01-01,2022-01-16,4.4333,26.9,10.1333
presidential,national,RMC Story,Zemmour Eric,2022-01-16,2022-01-30,4.0167,33.65,1.3333
presidential,national,RT France,Dupont Aignan Nicolas,2022-01-01,2022-01-16,0,0,1.6
presidential,national,RT France,Dupont Aignan Nicolas,2022-01-16,2022-01-30,8.2333,0,0.3
presidential,national,RT France,Egger Clara,2022-01-16,2022-01-30,0,0,2.7
presidential,national,RT France,Hidalgo Anne,2022-01-01,2022-01-16,5.5,0,6.1167
presidential,national,RT France,Hidalgo Anne,2022-01-16,2022-01-30,1.4167,5.5,11.15
presidential,national,RT France,Jadot Yannick,2022-01-01,2022-01-16,0,7.4,1.3
presidential,national,RT France,Jadot Yannick,2022-01-16,2022-01-30,10.3833,10.0333,20.5333
presidential,national,RT France,Langlois Alexandre,2022-01-16,2022-01-30,1.4,0,0
presidential,national,RT France,Le Pen Marine,2022-01-01,2022-01-16,4.3,22.35,9.7333
presidential,national,RT France,Le Pen Marine,2022-01-16,2022-01-30,0.8333,33.9667,23.2
presidential,national,RT France,Macron Emmanuel,2022-01-01,2022-01-16,3.0333,26.8167,124.4833
presidential,national,RT France,Macron Emmanuel,2022-01-16,2022-01-30,0.2333,27.8333,48.7833
presidential,national,RT France,Melenchon Jean Luc,2022-01-01,2022-01-16,2.2167,11.35,2.25
presidential,national,RT France,Melenchon Jean Luc,2022-01-16,2022-01-30,0.4167,7.2833,39.95
presidential,national,RT France,Montebourg Arnaud,2022-01-01,2022-01-16,0,0,7.35
presidential,national,RT France,Montebourg Arnaud,2022-01-16,2022-01-30,0,2.7167,0
presidential,national,RT France,Pecresse Valerie,2022-01-01,2022-01-16,6.3,27.9333,47.8
presidential,national,RT France,Pecresse Valerie,2022-01-16,2022-01-30,0.25,45.9,53.2333
presidential,national,RT France,Philippot Florian,2022-01-01,2022-01-16,1.2,0,7.1667
presidential,national,RT France,Philippot Florian,2022-01-16,2022-01-30,11.0833,0,7.7167
presidential,national,RT France,Roussel Fabien,2022-01-01,2022-01-16,0,7.7333,24.8833
presidential,national,RT France,Roussel Fabien,2022-01-16,2022-01-30,0,0,0
presidential,national,RT France,Taubira Christiane,2022-01-01,2022-01-16,4.1667,0,8.3167
presidential,national,RT France,Taubira Christiane,2022-01-16,2022-01-30,11.7667,0,14.9
presidential,national,RT France,Zemmour Eric,2022-01-01,2022-01-16,0,21.35,28.35
presidential,national,RT France,Zemmour Eric,2022-01-16,2022-01-30,2.15,27.3667,18.7333
presidential,national,RTL,Dupont Aignan Nicolas,2022-01-01,2022-01-16,1.0667,0,0
presidential,national,RTL,Dupont Aignan Nicolas,2022-01-16,2022-01-30,0.4,0,0.4167
presidential,national,RTL,Hidalgo Anne,2022-01-01,2022-01-16,2.4667,0,2.7167
presidential,national,RTL,Hidalgo Anne,2022-01-16,2022-01-30,35.9333,1.4,7.1833
presidential,national,RTL,Jadot Yannick,2022-01-01,2022-01-16,65.0333,11.6333,11.6667
presidential,national,RTL,Jadot Yannick,2022-01-16,2022-01-30,6.0333,5.5667,3.35
presidential,national,RTL,Le Pen Marine,2022-01-01,2022-01-16,5.6167,6.4167,12.3
presidential,national,RTL,Le Pen Marine,2022-01-16,2022-01-30,9.15,31.7167,25.2
presidential,national,RTL,Macron Emmanuel,2022-01-01,2022-01-16,10.7333,36.0667,79.5667
presidential,national,RTL,Macron Emmanuel,2022-01-16,2022-01-30,5.4333,26.9833,20.1333
presidential,national,RTL,Melenchon Jean Luc,2022-01-01,2022-01-16,59.6667,11.8833,11.5167
presidential,national,RTL,Melenchon Jean Luc,2022-01-16,2022-01-30,1.3333,4.6667,5.8333
presidential,national,RTL,Montebourg Arnaud,2022-01-01,2022-01-16,0.2,0,0
presidential,national,RTL,Montebourg Arnaud,2022-01-16,2022-01-30,0,0,0
presidential,national,RTL,Pecresse Valerie,2022-01-01,2022-01-16,46.1667,56.5333,39.3333
presidential,national,RTL,Pecresse Valerie,2022-01-16,2022-01-30,4.15,15.1833,6.7833
presidential,national,RTL,Poutou Philippe,2022-01-16,2022-01-30,0,0,0.75
presidential,national,RTL,Roussel Fabien,2022-01-01,2022-01-16,1.65,0,0.7833
presidential,national,RTL,Roussel Fabien,2022-01-16,2022-01-30,53.95,0.1667,16.1833
presidential,national,RTL,Taubira Christiane,2022-01-01,2022-01-16,3.8333,0,4.4
presidential,national,RTL,Taubira Christiane,2022-01-16,2022-01-30,1.65,0,4.1167
presidential,national,RTL,Zemmour Eric,2022-01-01,2022-01-16,27.5,7.3,10.7667
presidential,national,RTL,Zemmour Eric,2022-01-16,2022-01-30,9.8167,25.7167,24.2
presidential,national,Sud Radio,Asselineau Francois,2022-01-01,2022-01-16,29.9667,0,0
presidential,national,Sud Radio,Asselineau Francois,2022-01-16,2022-01-30,0,0,0
presidential,national,Sud Radio,Hidalgo Anne,2022-01-01,2022-01-16,0,3.9167,1.1167
presidential,national,Sud Radio,Hidalgo Anne,2022-01-16,2022-01-30,0,1.25,2.0167
presidential,national,Sud Radio,Jadot Yannick,2022-01-01,2022-01-16,0,3.65,1.05
presidential,national,Sud Radio,Jadot Yannick,2022-01-16,2022-01-30,8.9333,0,1
presidential,national,Sud Radio,Koenig Gaspard,2022-01-01,2022-01-16,10.3333,0,0
presidential,national,Sud Radio,Koenig Gaspard,2022-01-16,2022-01-30,0,0,0
presidential,national,Sud Radio,Le Pen Marine,2022-01-01,2022-01-16,1.2,2.9,0.7667
presidential,national,Sud Radio,Le Pen Marine,2022-01-16,2022-01-30,0,16.6167,19.7333
presidential,national,Sud Radio,Macron Emmanuel,2022-01-01,2022-01-16,1.7833,4.1667,5.7
presidential,national,Sud Radio,Macron Emmanuel,2022-01-16,2022-01-30,0.5167,30.4167,23.9833
presidential,national,Sud Radio,Melenchon Jean Luc,2022-01-01,2022-01-16,0.4833,4.2,0
