month,media,tv,radio,prog_type,nom,appartenance,party_abb,time
2020-02-01,TF1,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-02-01,France 2,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-02-01,France 3,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-02-01,Canal +,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6
2020-02-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,10
2020-02-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-02-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9
2020-02-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-02-01,C8,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-02-01,TMC,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8
2020-02-01,RMC Story,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-01-01,TF1,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-01-01,France 2,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6
2020-01-01,France 3,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-01-01,France 3,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-01-01,France 3,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-01-01,Canal +,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8
2020-01-01,Canal +,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-01-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,8
2020-01-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4
2020-01-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9
2020-01-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-01-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-01-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-01-01,C8,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-01-01,TMC,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,19
2020-01-01,RMC Story,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-01-01,RMC Découverte,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,10
2020-01-01,RMC Découverte,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-03-01,TF1,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,60.016666666666666
2020-03-01,France 2,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,31
2020-03-01,France 2,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-03-01,France 3,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,27
2020-03-01,France 3,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-03-01,Canal +,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8
2020-03-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,10
2020-03-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6
2020-03-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5
2020-03-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-03-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,63.016666666666666
2020-03-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6
2020-03-01,C8,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-03-01,C8,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-03-01,TMC,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9
2020-03-01,RMC Story,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-03-01,RMC Découverte,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,4
2020-04-01,TF1,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,29
2020-04-01,France 2,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,37
2020-04-01,France 2,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-04-01,France 3,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,28
2020-04-01,Canal +,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,41
2020-04-01,France 5,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5
2020-04-01,France 5,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9
2020-04-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,27
2020-04-01,M6,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-04-01,C8,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,27
2020-04-01,TMC,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,44
2020-04-01,RMC Story,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-04-01,RMC Story,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-04-01,RMC Découverte,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-09-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,185.05
2020-09-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,14
2020-09-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-09-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,27
2020-09-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-09-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,16
2020-09-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6
2020-09-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,55
2020-09-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6
2020-09-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,123.03333333333333
2020-09-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-09-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,248.06666666666666
2020-09-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,35
2020-09-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,209.05
2020-09-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,13
2020-02-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,209.05
2020-02-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,47
2020-02-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,93.01666666666667
2020-02-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7
2020-02-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,46
2020-02-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,16
2020-02-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,184.05
2020-02-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9
2020-02-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,42
2020-02-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12
2020-02-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,226.05
2020-02-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,128.03333333333333
2020-02-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,279.06666666666666
2020-02-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,32
2020-02-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,13
2020-02-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-02-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-02-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-04-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,152.03333333333333
2020-04-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23
2020-04-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,58
2020-04-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,20
2020-04-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,20
2020-04-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,17
2020-04-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,128.03333333333333
2020-04-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,79.01666666666667
2020-04-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,42
2020-04-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,145.03333333333333
2020-04-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5
2020-04-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6
2020-11-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,84.01666666666667
2020-11-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23
2020-11-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-11-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-11-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,20
2020-11-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,44
2020-11-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,24
2020-11-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,11
2020-11-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-11-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,130.03333333333333
2020-11-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,127.03333333333333
2020-11-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,120.03333333333333
2020-11-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-11-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-01-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,146.03333333333333
2020-01-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,131.03333333333333
2020-01-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,65.01666666666667
2020-01-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15
2020-01-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,74.01666666666667
2020-01-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,32
2020-01-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,103.01666666666667
2020-01-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,37
2020-01-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,14
2020-01-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,124.03333333333333
2020-01-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,546.15
2020-01-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,262.06666666666666
2020-01-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8
2020-01-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5
2020-01-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-03-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,184.05
2020-03-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,54
2020-03-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23
2020-03-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12
2020-03-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,153.03333333333333
2020-03-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,64.01666666666667
2020-03-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,45
2020-03-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,157.03333333333333
2020-03-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,6
2020-03-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,175.03333333333333
2020-03-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,14
2020-03-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,156.03333333333333
2020-03-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,47
2020-03-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,33
2020-03-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-10-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,463.1166666666667
2020-10-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,31
2020-10-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,53
2020-10-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,83.01666666666667
2020-10-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,13
2020-10-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,252.06666666666666
2020-10-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,43
2020-10-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,142.03333333333333
2020-10-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,90.01666666666667
2020-10-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,240.06666666666666
2020-10-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,145.03333333333333
2020-10-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,427.1166666666667
2020-10-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,38
2020-12-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,294.06666666666666
2020-12-01,BFM TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,36
2020-12-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,41
2020-12-01,BFM TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-12-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,36
2020-12-01,CNEWS,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,5
2020-12-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,97.01666666666667
2020-12-01,CNEWS,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15
2020-12-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,22
2020-12-01,LCI,TRUE,FALSE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,15
2020-12-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,166.03333333333333
2020-12-01,LCI,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,121.03333333333333
2020-12-01,France Info TV,TRUE,FALSE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,338.0833333333333
2020-12-01,France Info TV,TRUE,FALSE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,20
2020-12-01,France Info TV,TRUE,FALSE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,39
2020-11-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,France Inter,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-11-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,141.03333333333333
2020-11-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,23
2020-11-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4
2020-11-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4
2020-11-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-11-01,France Culture,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-11-01,France Culture,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-11-01,France Culture,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,Radio Classique,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,BFM,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4
2020-11-01,RMC,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7
2020-11-01,RMC,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7
2020-11-01,Europe 1,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,7
2020-11-01,Europe 1,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-11-01,Europe 1,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-11-01,RTL,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,30
2020-11-01,RTL,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-11-01,Sud Radio,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-11-01,Sud Radio,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,26
2020-12-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,37
2020-12-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-12-01,France Inter,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-12-01,France Inter,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,3
2020-12-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,161.03333333333333
2020-12-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,15
2020-12-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,41
2020-12-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,10
2020-12-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,19
2020-12-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-12-01,France Culture,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-12-01,France Culture,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,5
2020-12-01,Radio Classique,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-12-01,BFM,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,4
2020-12-01,BFM,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-12-01,RMC,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,17
2020-12-01,RMC,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
2020-12-01,RMC,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,26
2020-12-01,Europe 1,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,24
2020-12-01,Europe 1,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,21
2020-12-01,Europe 1,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,9
2020-12-01,RTL,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,17
2020-12-01,RTL,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,9
2020-12-01,RTL,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,7
2020-12-01,Sud Radio,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-02-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,12
2020-02-01,France Inter,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,3
2020-02-01,France Inter,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-02-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,94.01666666666667
2020-02-01,France Info,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,24
2020-02-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,21
2020-02-01,France Info,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,8
2020-02-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,6
2020-02-01,France Culture,FALSE,TRUE,JT,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-02-01,France Culture,FALSE,TRUE,MAG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,2
2020-02-01,France Culture,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,2
2020-02-01,France Culture,FALSE,TRUE,PROG,Macron Emmanuel,Président De La République En Débat Politique,Exécutif,1
2020-02-01,Radio Classique,FALSE,TRUE,JT,Macron Emmanuel,Président De La République Hors Débat Politique,Exécutif,1
