month,media,tv,radio,prog_type,nom,appartenance,party_abb,time,path
2021-04-01,France Inter,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,9,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,France Info,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,France Info,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,France Culture,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,France Culture,FALSE,TRUE,PROG,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,BFM,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,4,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,RMC,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,RMC,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,25,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,Europe 1,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,Europe 1,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,13,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,RTL,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-04-01,RTL,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,56,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-04-2021.xlsx
2021-06-01,France Inter,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,4,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,France Info,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,28,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,France Info,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,5,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,France Culture,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,France Culture,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,BFM,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,7,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,BFM,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,19,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,RMC,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,44,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,Europe 1,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,8,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,Europe 1,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,31,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-06-01,RTL,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-30-06-2021.xlsx
2021-05-01,France Inter,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,France Inter,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,17,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,France Info,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,8,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,France Info,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,27,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,France Culture,FALSE,TRUE,PROG,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,Radio Classique,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,BFM,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,4,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,RMC,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,RMC,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,RTL,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-05-01,RTL,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,26,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31-05-2021.xlsx
2021-01-01,France Inter,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,15,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,France Info,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,France Info,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,9,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,France Culture,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,France Culture,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,35,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,France Culture,FALSE,TRUE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,Radio Classique,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,33,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,BFM,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,15,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,BFM,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,128.03333333333333,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,RMC,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,60.016666666666666,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,Europe 1,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,Europe 1,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,9,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,Europe 1,FALSE,TRUE,PROG,Le Maire Bruno,Ministre,Exécutif,8,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,RTL,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-01-01,RTL,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,31,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20janvier%202021.xlsx
2021-03-01,France Inter,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,France Inter,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,13,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,France Info,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,12,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,France Info,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,24,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,France Culture,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,France Culture,FALSE,TRUE,PROG,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,BFM,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,BFM,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,106.01666666666667,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,RTL,FALSE,TRUE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-03-01,RTL,FALSE,TRUE,MAG,Le Maire Bruno,Ministre,Exécutif,26,../raw_data/final/2021//RADIO_TP%20PERSONNALITES_1er-31%20mars%202021.xlsx
2021-02-01,France 2,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,4,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,France 2,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,28,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,Canal +,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,24,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,France 5,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,TMC,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-02-01,RMC Story,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-28-02-2021.xlsx
2021-04-01,France 2,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,38,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,France 2,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,Canal +,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,France 5,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,TMC,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-04-01,RMC Story,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-04-2021.xlsx
2021-06-01,Canal +,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-06-2021.xlsx
2021-06-01,France 5,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-06-2021.xlsx
2021-06-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-06-2021.xlsx
2021-06-01,RMC Story,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,16,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-30-06-2021.xlsx
2021-01-01,TF1,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,13,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,France 2,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,14,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,France 5,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,43,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,TMC,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,RMC Story,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,2,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-01-01,RMC Story,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,19,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-01-2021.xlsx
2021-03-01,France 2,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,10,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-03-2021.xlsx
2021-03-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-03-2021.xlsx
2021-03-01,RMC Story,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-03-2021.xlsx
2021-05-01,France 2,TRUE,FALSE,JT,Le Maire Bruno,Ministre,Exécutif,10,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-05-2021.xlsx
2021-05-01,France 5,TRUE,FALSE,MAG,Le Maire Bruno,Ministre,Exécutif,3,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-05-2021.xlsx
2021-05-01,France 5,TRUE,FALSE,PROG,Le Maire Bruno,Ministre,Exécutif,1,../raw_data/final/2021//TV%20GENERALISTES_TP%20PERSONNALITES%201er-31-05-2021.xlsx
2021-02-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,24,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,28,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,4,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,11,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,1,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,12,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-02-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,1,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-28-02-2021.xlsx
2021-01-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,88.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,44,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,33,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,36,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,24,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-01-01,France Info TV,TRUE,FALSE,PROG,Le Pen Marine,Rassemblement National,RN,6,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er-31-01-2021.xlsx
2021-04-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,86.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,2,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,4,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,21,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,2,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,36,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,16,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-04-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,24,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-04-2021.xlsx
2021-06-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,40,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,1,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,53,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,5,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,74.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,4,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-06-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,10,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2030-06-2021.xlsx
2021-03-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,393.1,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,10,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,28,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,2,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,93.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,21,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-03-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,13,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-03-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,119.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,33,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,15,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,CNEWS,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,69.01666666666667,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,6,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,LCI,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,227.05,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,44,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-05-01,France Info TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,3,../raw_data/final/2021//CHAINES%20INFO%20PERSONNALITES%20du%201er%20au%2031-05-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,21,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,CNEWS,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,3,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,LCI,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,2,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,France Info TV,TRUE,FALSE,JT,Le Pen Marine,Rassemblement National,RN,16,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,5,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
2021-07-01,BFM TV,TRUE,FALSE,MAG,Le Pen Marine,Rassemblement National,RN,51,../raw_data/final/2021//Personnalites_Chaine_d_information_01-07-2021_31-07-2021.xlsx
